                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     45,                0.62121,                 1.1581,                 1.0797,                0.87373,                 0.7403,                0.87881,                0.77543,                0.57095,                0.99719,                 1.1076,               0.005644,               0.005644,               0.005644
                     46,                0.66457,                 1.2128,                 1.0884,                0.87251,                0.81983,                0.90053,                0.78932,                0.58566,                 0.9381,                 1.1034,               0.005545,               0.005545,               0.005545
                     47,                0.63527,                 1.1124,                 1.0858,                0.73925,                0.78088,                 0.8588,                0.70452,                0.74786,                 1.1562,                 1.2429,               0.005446,               0.005446,               0.005446
                     48,                0.65133,                 1.1392,                 1.1029,                 0.7958,                0.87069,                0.91013,                0.78184,                0.67153,                0.93115,                 1.1827,               0.005347,               0.005347,               0.005347
                     49,                0.63318,                 1.1162,                 1.0821,                0.83887,                0.84597,                0.91731,                0.78886,                0.60054,                0.81724,                 1.1589,               0.005248,               0.005248,               0.005248
                     50,                0.61151,                 1.0284,                  1.072,                0.88546,                0.89698,                0.95807,                0.84809,                0.54091,                0.79198,                 1.0947,               0.005149,               0.005149,               0.005149
                     51,                0.61978,                  1.071,                 1.0647,                0.85735,                0.85148,                0.93797,                0.81921,                 0.5527,                0.76278,                 1.1152,                0.00505,                0.00505,                0.00505
                     52,                0.61123,                 1.0625,                 1.0792,                0.79075,                0.76741,                0.88199,                0.76236,                0.65939,                0.98991,                 1.2613,               0.004951,               0.004951,               0.004951
                     53,                 0.5879,                 1.0385,                 1.0662,                0.79852,                0.78059,                0.89279,                0.77778,                0.63482,                 1.0049,                 1.2149,               0.004852,               0.004852,               0.004852
                     54,                0.59657,                0.99958,                 1.0617,                0.67996,                0.78844,                0.84178,                0.71699,                 0.6752,                 1.2693,                 1.2424,               0.004753,               0.004753,               0.004753
                     55,                0.60328,                0.98942,                  1.067,                0.86587,                0.88813,                 0.9443,                0.83918,                0.57705,                 0.7735,                 1.1435,               0.004654,               0.004654,               0.004654
                     56,                0.59655,                0.98841,                 1.0672,                 0.8336,                0.85806,                0.93308,                0.82767,                0.57314,                0.78495,                 1.1341,               0.004555,               0.004555,               0.004555
                     57,                0.57097,                0.95176,                 1.0452,                0.86063,                0.90769,                0.94189,                0.84162,                0.56697,                0.75021,                 1.1094,               0.004456,               0.004456,               0.004456
                     58,                0.58524,                0.95629,                  1.056,                0.79453,                0.92162,                0.93951,                0.83415,                 0.5421,                0.72178,                 1.1004,               0.004357,               0.004357,               0.004357
                     59,                0.54962,                0.90676,                  1.034,                0.86068,                0.87927,                0.95304,                0.83843,                0.56604,                0.74761,                 1.1362,               0.004258,               0.004258,               0.004258
                     60,                0.57891,                0.93655,                 1.0493,                0.77851,                 0.8941,                0.93164,                0.81825,                0.54414,                0.79539,                 1.1143,               0.004159,               0.004159,               0.004159
                     61,                0.56765,                0.91995,                 1.0513,                0.84897,                0.87975,                0.93651,                0.82038,                0.58398,                0.75973,                 1.1513,                0.00406,                0.00406,                0.00406
                     62,                0.55712,                0.90661,                 1.0405,                0.77994,                0.89777,                0.93313,                0.82415,                0.57606,                0.73426,                 1.1294,               0.003961,               0.003961,               0.003961
                     63,                0.55388,                0.89311,                   1.03,                0.91236,                0.86325,                0.94625,                0.84416,                0.55039,                0.68941,                 1.1265,               0.003862,               0.003862,               0.003862
                     64,                0.55858,                0.88334,                  1.057,                0.85295,                0.91244,                0.95653,                0.84493,                0.55895,                0.65759,                  1.107,               0.003763,               0.003763,               0.003763
                     65,                0.55345,                0.88542,                 1.0435,                0.91634,                0.87293,                0.95569,                0.84128,                0.56321,                0.70504,                 1.1138,               0.003664,               0.003664,               0.003664
                     66,                0.55649,                0.85946,                 1.0451,                0.83434,                0.89678,                 0.9588,                0.83821,                0.57642,                0.66369,                 1.1184,               0.003565,               0.003565,               0.003565
                     67,                0.54305,                0.87234,                 1.0355,                0.88467,                 0.8717,                0.95676,                0.84555,                0.54237,                0.66352,                 1.1063,               0.003466,               0.003466,               0.003466
